It took 4.01598596572876 seconds to calculate the Mandelbrot graph.
It took 0.10479903221130371 seconds to dump the image.
         1272295 function calls (1250243 primitive calls) in 4.610 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      270    0.001    0.000    0.001    0.000 cbook.py:1752(normalize_kwargs)
  791/787    0.001    0.000    0.001    0.000 cbook.py:348(process)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 shutil.py:1(<module>)
     2780    0.001    0.000    0.001    0.000 _parser.py:176(append)
       46    0.000    0.000    0.001    0.000 font_manager.py:1363(_find_fonts_by_props)
       22    0.000    0.000    0.001    0.000 core.py:5119(parseImpl)
        1    0.000    0.000    0.001    0.001 helpers.py:634(make_html_tags)
      545    0.000    0.000    0.001    0.000 __init__.py:164(match)
        1    0.000    0.000    0.001    0.001 helpers.py:576(_makeTags)
        1    0.000    0.000    0.001    0.001 _tripcolor.py:1(<module>)
      126    0.000    0.000    0.001    0.000 transforms.py:804(from_extents)
      820    0.001    0.000    0.001    0.000 cbook.py:2020(_setattr_cm)
      441    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        1    0.000    0.000    0.001    0.001 tz.py:1(<module>)
4234/3837    0.001    0.000    0.001    0.000 artist.py:315(stale)
       12    0.000    0.000    0.001    0.000 axis.py:2580(get_tick_space)
      698    0.001    0.000    0.001    0.000 inspect.py:175(get_annotations)
        1    0.000    0.000    0.001    0.001 _function_base_impl.py:1(<module>)
      308    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:802(spec_from_file_location)
  278/178    0.000    0.000    0.001    0.000 core.py:1947(name)
        1    0.000    0.000    0.001    0.001 plistlib.py:1(<module>)
      410    0.001    0.000    0.001    0.000 font_manager.py:1175(score_family)
      224    0.000    0.000    0.001    0.000 fromnumeric.py:51(_wrapfunc)
      110    0.000    0.000    0.001    0.000 transforms.py:795(from_bounds)
     7866    0.001    0.000    0.001    0.000 enum.py:1129(__new__)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
  128/111    0.000    0.000    0.001    0.000 typing.py:1573(__hash__)
        3    0.000    0.000    0.001    0.000 pyplot.py:359(_get_backend_mod)
        1    0.000    0.000    0.001    0.001 pyplot.py:526(_warn_if_gui_out_of_main_thread)
      346    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:420(__exit__)
      100    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 pyplot.py:373(switch_backend)
       12    0.001    0.000    0.001    0.000 backend_agg.py:93(draw_path)
      599    0.000    0.000    0.001    0.000 typing.py:166(_type_convert)
      254    0.001    0.000    0.001    0.000 _shape_base_impl.py:621(column_stack)
        1    0.000    0.000    0.001    0.001 backend_tools.py:1(<module>)
       51    0.000    0.000    0.001    0.000 text.py:1316(set_fontproperties)
       92    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
  208/115    0.000    0.000    0.001    0.000 core.py:1910(default_name)
      794    0.001    0.000    0.001    0.000 inspect.py:747(unwrap)
       75    0.000    0.000    0.001    0.000 font_manager.py:556(wrapper)
        1    0.000    0.000    0.001    0.001 getlimits.py:167(_register_known_types)
     22/3    0.000    0.000    0.001    0.000 core.py:4122(streamline)
        1    0.000    0.000    0.001    0.001 GifImagePlugin.py:1(<module>)
     6243    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.001    0.001 inset.py:1(<module>)
       10    0.000    0.000    0.001    0.000 transforms.py:641(union)
       15    0.000    0.000    0.001    0.000 typing.py:1562(copy_with)
       40    0.000    0.000    0.001    0.000 colors.py:419(to_rgba_array)
        1    0.000    0.000    0.001    0.001 format.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
     1121    0.001    0.000    0.001    0.000 {built-in method builtins.max}
        8    0.000    0.000    0.001    0.000 enum.py:1708(convert_class)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
       12    0.000    0.000    0.001    0.000 ticker.py:737(set_locs)
       67    0.001    0.000    0.001    0.000 colors.py:1134(reversed)
1950/1770    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
     30/4    0.000    0.000    0.001    0.000 core.py:3963(streamline)
      165    0.000    0.000    0.001    0.000 inspect.py:3066(replace)
        1    0.000    0.000    0.001    0.001 dates.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pickle.py:1(<module>)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
       47    0.000    0.000    0.001    0.000 artist.py:1215(update)
       12    0.000    0.000    0.001    0.000 dataclasses.py:449(_create_fn)
       75    0.000    0.000    0.001    0.000 font_manager.py:656(__init__)
       12    0.000    0.000    0.001    0.000 axis.py:2810(get_tick_space)
      366    0.000    0.000    0.001    0.000 transforms.py:1782(transform)
      598    0.000    0.000    0.001    0.000 typing.py:1178(__getattr__)
     8400    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
       17    0.001    0.000    0.001    0.000 {built-in method _imp.exec_dynamic}
        6    0.000    0.000    0.001    0.000 getlimits.py:35(__init__)
      450    0.000    0.000    0.001    0.000 __init__.py:179(sub)
      138    0.000    0.000    0.001    0.000 artist.py:179(__init__)
        3    0.000    0.000    0.001    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
       25    0.001    0.000    0.001    0.000 dtypes.py:30(_add_dtype_helper)
    38/18    0.000    0.000    0.001    0.000 core.py:4698(parseImpl)
     7306    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
   274/19    0.000    0.000    0.001    0.000 ast.py:403(visit)
      307    0.000    0.000    0.001    0.000 transforms.py:749(__init__)
      459    0.000    0.000    0.001    0.000 transforms.py:1886(__init__)
      356    0.000    0.000    0.001    0.000 inspect.py:784(_findclass)
        1    0.000    0.000    0.001    0.001 ImagePalette.py:1(<module>)
     6591    0.001    0.000    0.001    0.000 _parser.py:240(__next)
   274/19    0.000    0.000    0.001    0.000 ast.py:409(generic_visit)
      490    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
       27    0.000    0.000    0.001    0.000 patches.py:307(get_transform)
        1    0.000    0.000    0.001    0.001 registry.py:302(load_backend_module)
       28    0.000    0.000    0.001    0.000 _docstring.py:79(<genexpr>)
      574    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
     1384    0.000    0.000    0.001    0.000 colors.py:219(_is_nth_color)
        1    0.000    0.000    0.001    0.001 unicode.py:80(alphanums)
       85    0.000    0.000    0.001    0.000 path.py:99(__init__)
      370    0.000    0.000    0.001    0.000 transforms.py:1848(transform_affine)
      410    0.001    0.000    0.001    0.000 font_manager.py:1233(score_stretch)
        1    0.000    0.000    0.001    0.001 _scimath_impl.py:1(<module>)
       44    0.000    0.000    0.001    0.000 _base.py:67(__set_name__)
     3292    0.001    0.000    0.001    0.000 inspect.py:3045(<genexpr>)
       96    0.000    0.000    0.001    0.000 _base.py:901(viewLim)
        2    0.000    0.000    0.001    0.000 unicode.py:55(_chars_for_ranges)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 unicode.py:70(alphas)
     78/4    0.000    0.000    0.001    0.000 core.py:980(_parseCache)
       20    0.000    0.000    0.001    0.000 lines.py:1049(get_path)
      410    0.000    0.000    0.001    0.000 font_manager.py:1251(score_weight)
       41    0.000    0.000    0.001    0.000 typing.py:1390(copy_with)
       83    0.000    0.000    0.001    0.000 core.py:3887(__init__)
       72    0.000    0.000    0.001    0.000 axis.py:2345(getter)
       98    0.000    0.000    0.001    0.000 _base.py:887(_unstale_viewLim)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.001    0.001 actions.py:1(<module>)
       15    0.000    0.000    0.001    0.000 core.py:620(set_parse_action)
        1    0.000    0.000    0.001    0.001 _text_helpers.py:1(<module>)
      112    0.001    0.000    0.001    0.000 _parser.py:449(_uniq)
    26/14    0.000    0.000    0.001    0.000 core.py:4425(parseImpl)
       29    0.000    0.000    0.001    0.000 typing.py:1047(_generic_class_getitem)
      152    0.000    0.000    0.001    0.000 fromnumeric.py:41(_wrapit)
     23/6    0.000    0.000    0.001    0.000 core.py:4741(streamline)
       11    0.000    0.000    0.001    0.000 artist.py:784(set_clip_path)
       40    0.000    0.000    0.001    0.000 getlimits.py:112(_float_to_str)
4550/1002    0.001    0.000    0.001    0.000 __init__.py:354(recursive_subclasses)
      815    0.001    0.000    0.001    0.000 enum.py:850(__setattr__)
      392    0.000    0.000    0.001    0.000 inspect.py:2781(replace)
       69    0.000    0.000    0.001    0.000 typing.py:885(__init__)
      663    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
      935    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
     1570    0.001    0.000    0.001    0.000 __init__.py:100(check_in_list)
       11    0.000    0.000    0.001    0.000 core.py:2879(__new__)
     7088    0.001    0.000    0.001    0.000 {method '__contains__' of 'frozenset' objects}
      483    0.000    0.000    0.001    0.000 contextlib.py:299(helper)
       19    0.000    0.000    0.001    0.000 core.py:257(_trim_arity)
     2686    0.000    0.000    0.001    0.000 util.py:202(__call__)
       14    0.000    0.000    0.001    0.000 typing.py:1264(__ror__)
       15    0.000    0.000    0.001    0.000 patches.py:800(get_patch_transform)
     5540    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
       24    0.000    0.000    0.001    0.000 deprecation.py:126(deprecate)
        8    0.000    0.000    0.001    0.000 spines.py:293(draw)
      201    0.000    0.000    0.001    0.000 _parser.py:98(closegroup)
        1    0.000    0.000    0.001    0.001 _utils_impl.py:1(<module>)
       64    0.000    0.000    0.001    0.000 axis.py:406(update_position)
        1    0.000    0.000    0.001    0.001 _base.py:864(_init_axis)
       86    0.000    0.000    0.001    0.000 backend_bases.py:604(new_gc)
     1332    0.000    0.000    0.001    0.000 enum.py:1544(_get_value)
        6    0.000    0.000    0.001    0.000 colors.py:2214(process_value)
       64    0.000    0.000    0.001    0.000 axis.py:467(update_position)
        1    0.000    0.000    0.001    0.001 _arraysetops_impl.py:1(<module>)
      239    0.001    0.000    0.001    0.000 core.py:456(__init__)
        1    0.000    0.000    0.001    0.001 units.py:1(<module>)
        1    0.000    0.000    0.001    0.001 TiffTags.py:1(<module>)
     5702    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 traceback.py:221(extract_stack)
      291    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
      126    0.000    0.000    0.001    0.000 fromnumeric.py:211(reshape)
      973    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
       24    0.000    0.000    0.001    0.000 transforms.py:1418(__sub__)
        1    0.000    0.000    0.001    0.001 traceback.py:377(extract)
        8    0.000    0.000    0.001    0.000 core.py:6905(array)
      291    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
        1    0.000    0.000    0.001    0.001 traceback.py:399(_extract_from_extended_frame_gen)
      592    0.000    0.000    0.001    0.000 _compiler.py:398(_simple)
       20    0.000    0.000    0.001    0.000 core.py:5230(parseImpl)
      291    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
       24    0.001    0.000    0.001    0.000 __init__.py:416(by_key)
       98    0.000    0.000    0.001    0.000 font_manager.py:677(_from_any)
      873    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        8    0.000    0.000    0.001    0.000 core.py:2951(_generateDefaultName)
        3    0.000    0.000    0.001    0.000 _fontconfig_pattern.py:57(comma_separated)
     2947    0.000    0.000    0.001    0.000 _parser.py:256(match)
     2623    0.000    0.000    0.001    0.000 _parser.py:164(__len__)
       86    0.000    0.000    0.001    0.000 backend_bases.py:680(__init__)
     5092    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
       11    0.000    0.000    0.001    0.000 core.py:2952(charsAsStr)
     4487    0.001    0.000    0.001    0.000 {function RcParams.__getitem__ at 0x79ed2f0393a0}
      843    0.000    0.000    0.001    0.000 transforms.py:1769(__init__)
        4    0.000    0.000    0.001    0.000 traceback.py:318(line)
        1    0.000    0.000    0.001    0.001 __init__.py:469(StrFormatStyle)
      324    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
       14    0.000    0.000    0.001    0.000 __init__.py:199(split)
       28    0.000    0.000    0.001    0.000 transforms.py:460(transformed)
        2    0.000    0.000    0.001    0.000 linecache.py:26(getline)
        2    0.000    0.000    0.001    0.000 linecache.py:36(getlines)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
      256    0.000    0.000    0.001    0.000 __init__.py:65(check_isinstance)
        1    0.000    0.000    0.001    0.001 tempfile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
       96    0.000    0.000    0.001    0.000 artist.py:1167(update_from)
      123    0.000    0.000    0.001    0.000 transforms.py:1995(rotate_deg)
      236    0.000    0.000    0.001    0.000 artist.py:102(_stale_axes_callback)
       31    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
       19    0.000    0.000    0.001    0.000 arrayprint.py:1685(_array_str_implementation)
       22    0.000    0.000    0.001    0.000 core.py:5363(parseImpl)
        1    0.000    0.000    0.001    0.001 _cm_multivar.py:1(<module>)
       34    0.000    0.000    0.001    0.000 enum.py:513(__prepare__)
     1233    0.000    0.000    0.001    0.000 _function_base_impl.py:339(iterable)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
       64    0.000    0.000    0.001    0.000 core.py:4672(__init__)
        1    0.000    0.000    0.001    0.001 backend_bases.py:3495(new_figure_manager)
        1    0.000    0.000    0.001    0.001 image.py:673(set_data)
      119    0.000    0.000    0.001    0.000 transforms.py:1340(__add__)
     3085    0.001    0.000    0.001    0.000 {method 'get' of 'mappingproxy' objects}
      695    0.000    0.000    0.001    0.000 enum.py:79(_is_private)
       31    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
        1    0.000    0.000    0.001    0.001 pathlib.py:812(PureWindowsPath)
      312    0.000    0.000    0.001    0.000 lines.py:1290(set_xdata)
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
        1    0.000    0.000    0.001    0.001 image.py:640(_normalize_image_array)
